,t,label
236,Now this is the history of the generations of the sons of Noah and of Shem Ham and Japheth Sons were born to them after the flood,0.0
241,The sons of Ham Cush Mizraim Put and Canaan,0.0
245,The beginning of his kingdom was Babel Erech Accad and Calneh in the land of Shinar,0.0
247,and Resen between Nineveh and Calah the same is the great city,0.0
253,the Arvadite the Zemarite and the Hamathite Afterward the families of the Canaanites were spread abroad,0.0
257,The sons of Shem Elam Asshur Arpachshad Lud and Aram,0.0
258,The sons of Aram Uz Hul Gether and Mash,0.0
263,Obal Abimael Sheba,0.0
265,Their dwelling was from Mesha as you go toward Sephar the mountain of the east,0.0
266,These are the sons of Shem after their families after their languages in their lands after their nations,0.0
272,Yahweh came down to see the city and the tower which the children of men built,0.0
274,Come lets go down and there confuse their language that they may not understand one anothers speech,0.0
275,So Yahweh scattered them abroad from there on the surface of all the earth They stopped building the city,0.0
276,Therefore the name of it was called Babel because Yahweh confused the language of all the earth there From there Yahweh scattered them abroad on the surface of all the earth,0.0
277,This is the history of the generations of Shem Shem was one hundred years old and became the father of Arpachshad two years after the flood,0.0
284,Eber lived after he became the father of Peleg four hundred thirty years and became the father of sons and daughters,0.0
287,Reu lived thirtytwo years and became the father of Serug,0.0
291,Nahor lived twentynine years and became the father of Terah,0.0
292,Nahor lived after he became the father of Terah one hundred nineteen years and became the father of sons and daughters,0.0
295,Haran died before his father Terah in the land of his birth in Ur of the Chaldees,0.0
297,Sarai was barren She had no child,0.0
298,Terah took Abram his son Lot the son of Haran his sons son and Sarai his daughterinlaw his son Abrams wife They went forth from Ur of the Chaldees to go into the land of Canaan They came to Haran and lived there,0.0
311,It will happen when the Egyptians will see you that they will say This is his wife They will kill me but they will save you alive,0.0
318,Why did you say She is my sister so that I took her to be my wife Now therefore see your wife take her and go your way,0.0
322,He went on his journeys from the South even to Bethel to the place where his tent had been at the beginning between Bethel and Ai,0.0
331,Abram lived in the land of Canaan and Lot lived in the cities of the plain and moved his tent as far as Sodom,0.0
340,All these joined together in the valley of Siddim the same is the Salt Sea,0.0
344,They returned and came to Enmishpat the same is Kadesh and struck all the country of the Amalekites and also the Amorites that lived in Hazazon Tamar,0.0
347,Now the valley of Siddim was full of tar pits and the kings of Sodom and Gomorrah fled and they fell there and those who remained fled to the mountain,0.0
351,When Abram heard that his relative was taken captive he led forth his trained men born in his house three hundred and eighteen and pursued as far as Dan,0.0
353,He brought back all the goods and also brought back his relative Lot and his goods and the women also and the people,0.0
354,The king of Sodom went out to meet him after his return from the slaughter of Chedorlaomer and the kings who were with him at the valley of Shaveh the same is the Kings Valley,0.0
357,and blessed be God Most High who has delivered your enemies into your hand Abram gave him a tenth of all,0.0
358,The king of Sodom said to Abram Give me the people and take the goods to yourself,0.0
359,Abram said to the king of Sodom I have lifted up my hand to Yahweh God Most High possessor of heaven and earth,0.0
361,Except only that which the young men have eaten and the portion of the men who went with me Aner Eshcol and Mamre let them take their portion,0.0
364,Abram said Behold to me you have given no seed and behold one born in my house is my heir,0.0
369,He said Lord Yahweh how will I know that I will inherit it,0.0
372,The birds of prey came down on the carcasses and Abram drove them away,0.0
374,He said to Abram Know for sure that your seed will live as foreigners in a land that is not theirs and will serve them They will afflict them four hundred years,0.0
379,In that day Yahweh made a covenant with Abram saying To your seed have I given this land from the river of Egypt to the great river the river Euphrates,0.0
380,the Kenites the Kenizzites the Kadmonites,0.0
381,the Hittites the Perizzites the Rephaim,0.0
391,The angel of Yahweh said to her Return to your mistress and submit yourself under her hands,0.0
395,She called the name of Yahweh who spoke to her You are a God who sees for she said Have I even stayed alive after seeing him,0.0
397,Hagar bore a son for Abram Abram called the name of his son whom Hagar bore Ishmael,0.0
408,This is my covenant which you shall keep between me and you and your seed after you Every male among you shall be circumcised,0.0
410,He who is eight days old will be circumcised among you every male throughout your generations he who is born in the house or bought with money of any foreigner who is not of your seed,0.0
413,God said to Abraham As for Sarai your wife you shall not call her name Sarai but her name will be Sarah,0.0
417,God said No but Sarah your wife will bear you a son You shall call his name Isaac{Isaac means he laughs} I will establish my covenant with him for an everlasting covenant for his seed after him,0.0
420,When he finished talking with him God went up from Abraham,0.0
431,Abraham hurried into the tent to Sarah and said Quickly make ready three measures of fine meal knead it and make cakes,0.0
437,Sarah laughed within herself saying After I have grown old will I have pleasure my lord being old also,0.0
442,Yahweh said Will I hide from Abraham what I do,0.0
444,For I have known him to the end that he may command his children and his household after him that they may keep the way of Yahweh to do righteousness and justice to the end that Yahweh may bring on Abraham that which he has spoken of him,0.0
449,What if there are fifty righteous within the city Will you consume and not spare the place for the fifty righteous who are therein,0.0
459,The two angels came to Sodom at evening Lot sat in the gate of Sodom Lot saw them and rose up to meet them He bowed himself with his face to the earth,0.0
468,But the men put forth their hand and brought Lot into the house to them and shut the door,0.0
470,The men said to Lot Do you have anybody else here Sonsinlaw your sons your daughters and whoever you have in the city bring them out of the place,0.0
474,But he lingered and the men laid hold on his hand and on the hand of his wife and on the hand of his two daughters Yahweh being merciful to him and they took him out and set him outside of the city,0.0
475,It came to pass when they had taken them out that he said Escape for your life! Dont look behind you neither stay anywhere in the plain Escape to the mountain lest you be consumed!,0.0
479,He said to him Behold I have granted your request concerning this thing also that I will not overthrow the city of which you have spoken,0.0
483,He overthrew those cities all the plain all the inhabitants of the cities and that which grew on the ground,0.0
497,Abraham traveled from there toward the land of the South and lived between Kadesh and Shur He lived as a foriegner in Gerar,0.0
498,Abraham said about Sarah his wife She is my sister Abimelech king of Gerar sent and took Sarah,0.0
505,Then Abimelech called Abraham and said to him What have you done to us How have I sinned against you that you have brought on me and on my kingdom a great sin You have done deeds to me that ought not to be done!,0.0
515,Yahweh visited Sarah as he had said and Yahweh did to Sarah as he had spoken,0.0
520,Sarah said God has made me laugh Everyone who hears will laugh with me,0.0
533,God opened her eyes and she saw a well of water She went filled the bottle with water and gave the boy drink,0.0
536,It happened at that time that Abimelech and Phicol the captain of his host spoke to Abraham saying God is with you in all that you do,0.0
538,Abraham said I will swear,0.0
539,Abraham complained to Abimelech because of a water well which Abimelechs servants had violently taken away,0.0
541,Abraham took sheep and oxen and gave them to Abimelech Those two made a covenant,0.0
544,He said You shall take these seven ewe lambs from my hand that it may be a witness to me that I have dug this well,0.0
550,He said Now take your son your only son whom you love even Isaac and go into the land of Moriah Offer him there for a burnt offering on one of the mountains which I will tell you of,0.0
557,They came to the place which God had told him of Abraham built the altar there and laid the wood in order bound Isaac his son and laid him on the altar on the wood,0.0
563,The angel of Yahweh called to Abraham a second time out of the sky,0.0
568,It happened after these things that it was told Abraham saying Behold Milcah she also has borne children to your brother Nahor,0.0
570,Chesed Hazo Pildash Jidlaph and Bethuel,0.0
573,Sarah lived one hundred twentyseven years These were the years of Sarahs life,0.0
575,Abraham rose up from before his dead and spoke to the children of Heth saying,0.0
578,Hear us my lord You are a prince of God among us In the choice of our tombs bury your dead None of us will withhold from you his tomb but that you may bury your dead,0.0
580,He talked with them saying If it be your mind that I should bury my dead out of my sight hear me and entreat for me to Ephron the son of Zohar,0.0
585,He spoke to Ephron in the audience of the people of the land saying But if you will please hear me I will give the price of the field Take it from me and I will bury my dead there,0.0
588,Abraham listened to Ephron Abraham weighed to Ephron the silver which he had named in the audience of the children of Heth four hundred shekels of silver according to the current merchants standard,0.0
595,I will make you swear by Yahweh the God of heaven and the God of the earth that you shall not take a wife for my son of the daughters of the Canaanites among whom I live,0.0
608,The young lady was very beautiful to look at a virgin neither had any man known her She went down to the spring filled her pitcher and came up,0.0
610,She said Drink my lord She hurried and let down her pitcher on her hand and gave him drink,0.0
611,When she had done giving him drink she said I will also draw for your camels until they have done drinking,0.0
613,The man looked steadfastly at her holding his peace to know whether Yahweh had made his journey prosperous or not,0.0
615,and said Whose daughter are you Please tell me Is there room in your fathers house for us to lodge in,0.0
616,She said to him I am the daughter of Bethuel the son of Milcah whom she bore to Nahor,0.0
617,She said moreover to him We have both straw and provender enough and room to lodge in,0.0
622,It happened when he saw the ring and the bracelets on his sisters hands and when he heard the words of Rebekah his sister saying This is what the man said to me that he came to the man Behold he was standing by the camels at the spring,0.0
623,He said Come in you blessed of Yahweh Why do you stand outside For I have prepared the house and room for the camels,0.0
625,Food was set before him to eat But he said I will not eat until I have told my message He said Speak on,0.0
636,She will tell me Drink and I will also draw for your camels Let the same be the woman whom Yahweh has appointed for my masters son,0.0
638,She hurried and let down her pitcher from her shoulder and said Drink and I will also give your camels a drink So I drank and she made the camels drink also,0.0
645,The servant brought forth jewels of silver and jewels of gold and clothing and gave them to Rebekah He gave also to her brother and to her mother precious things,0.0
652,They blessed Rebekah and said to her Our sister may you be the mother of thousands of ten thousands and let your seed possess the gate of those who hate them,0.0
653,Rebekah arose with her ladies They rode on the camels and followed the man The servant took Rebekah and went his way,0.0
654,Isaac came from the way of Beer Lahai Roi For he lived in the land of the South,0.0
659,Isaac brought her into his mother Sarahs tent and took Rebekah and she became his wife He loved her Isaac was comforted after his mothers death,0.0
660,Abraham took another wife and her name was Keturah,0.0
661,She bore him Zimran Jokshan Medan Midian Ishbak and Shuah,0.0
671,Now this is the history of the generations of Ishmael Abrahams son whom Hagar the Egyptian Sarahs handmaid bore to Abraham,0.0
672,These are the names of the sons of Ishmael by their names according to the order of their birth the firstborn of Ishmael Nebaioth then Kedar Adbeel Mibsam,0.0
681,The children struggled together within her She said If it be so why do I live She went to inquire of Yahweh,0.0
686,The boys grew Esau was a skillful hunter a man of the field Jacob was a quiet man living in tents,0.0
687,Now Isaac loved Esau because he ate his venison Rebekah loved Jacob,0.0
692,Jacob said Swear to me first He swore to him He sold his birthright to Jacob,0.0
694,There was a famine in the land besides the first famine that was in the days of Abraham Isaac went to Abimelech king of the Philistines to Gerar,0.0
698,because Abraham obeyed my voice and kept my charge my commandments my statutes and my laws,0.0
706,The man grew great and grew more and more until he became very great,0.0
707,He had possessions of flocks possessions of herds and a great household The Philistines envied him,0.0
712,Isaacs servants dug in the valley and found there a well of springing water,0.0
714,They dug another well and they argued over that also He called the name of it Sitnah,0.0
721,They said We saw plainly that Yahweh was with you We said Let there now be an oath between us even between us and you and let us make a covenant with you,0.0
722,that you will do us no harm as we have not touched you and as we have done to you nothing but good and have sent you away in peace You are now the blessed of Yahweh,0.0
723,He made them a feast and they ate and drink,0.0
727,When Esau was forty years old he took as wife Judith the daughter of Beeri the Hittite and Basemath the daughter of Elon the Hittite,0.0
728,They grieved Isaac and Rebekahs spirits,0.0
730,He said See now I am old I dont know the day of my death,0.0
733,Rebekah heard when Isaac spoke to Esau his son Esau went to the field to hunt for venison and to bring it,0.0
739,Jacob said to Rebekah his mother Behold Esau my brother is a hairy man and I am a smooth man,0.0
746,He came to his father and said My father He said Here I am Who are you my son,0.0
752,He said Are you really my son Esau He said I am,0.0
753,He said Bring it near to me and I will eat of my sons venison that my soul may bless you He brought it near to him and he ate He brought him wine and he drank,0.0
758,It happened as soon as Isaac had made an end of blessing Jacob and Jacob had just gone out from the presence of Isaac his father that Esau his brother came in from his hunting,0.0
759,He also made savory food and brought it to his father He said to his father Let my father arise and eat of his sons venison that your soul may bless me,0.0
762,When Esau heard the words of his father he cried with an exceeding great and bitter cry and said to his father Bless me even me also my father,0.0
771,Now therefore my son obey my voice Arise flee to Laban my brother in Haran,0.0
782,Esau saw that the daughters of Canaan didnt please Isaac his father,0.0
783,Esau went to Ishmael and took besides the wives that he had Mahalath the daughter of Ishmael Abrahams son the sister of Nebaioth to be his wife,0.0
784,Jacob went out from Beersheba and went toward Haran,0.0
793,He called the name of that place Bethel but the name of the city was Luz at the first,0.0
794,Jacob vowed a vow saying If God will be with me and will keep me in this way that I go and will give me bread to eat and clothing to put on,0.0
799,There all the flocks were gathered They rolled the stone from the wells mouth and watered the sheep and put the stone again on the wells mouth in its place,0.0
800,Jacob said to them My relatives where are you from They said We are from Haran,0.0
807,Jacob kissed Rachel and lifted up his voice and wept,0.0
810,Laban said to him Surely you are my bone and my flesh He lived with him for a month,0.0
821,It happened in the morning that behold it was Leah He said to Laban What is this you have done to me Didnt I serve with you for Rachel Why then have you deceived me,0.0
829,She conceived again and bare a son and said Because Yahweh has heard that I am hated he has therefore given me this son also She named him Simeon,0.0
831,She conceived again and bare a son She said This time will I praise Yahweh Therefore she named him Judah Then she stopped bearing,0.0
836,Bilhah conceived and bore Jacob a son,0.0
841,Zilpah Leahs handmaid bore Jacob a son,0.0
848,God listened to Leah and she conceived and bore Jacob a fifth son,0.0
849,Leah said God has given me my hire because I gave my handmaid to my husband She named him Issachar,0.0
851,Leah said God has endowed me with a good dowry Now my husband will live with me because I have borne him six sons She named him Zebulun,0.0
859,He said Appoint me your wages and I will give it,0.0
865,Laban said Behold I desire it to be according to your word,0.0
868,Jacob took to himself rods of fresh poplar almond plane tree peeled white streaks in them and made the white appear which was in the rods,0.0
873,but when the flock were feeble he didnt put them in So the feebler were Labans and the stronger Jacobs,0.0
877,Yahweh said to Jacob Return to the land of your fathers and to your relatives and I will be with you,0.0
878,Jacob sent and called Rachel and Leah to the field to his flock,0.0
896,Laban was told on the third day that Jacob had fled,0.0
902,and didnt allow me to kiss my sons and my daughters Now have you done foolishly,0.0
910,Jacob was angry and argued with Laban Jacob answered Laban What is my trespass What is my sin that you have hotly pursued after me,0.0
912,These twenty years have I been with you Your ewes and your female goats have not cast their young and I havent eaten the rams of your flocks,0.0
919,Jacob took a stone and set it up for a pillar,0.0
921,Laban called it Jegar Sahadutha{Jegar Sahadutha means Witness Heap in Aramaic} but Jacob called it Galeed{Galeed means Witness Heap in Hebrew},0.0
922,Laban said This heap is witness between me and you this day Therefore it was named Galeed,0.0
925,Laban said to Jacob See this heap and see the pillar which I have set between me and you,0.0
928,Jacob offered a sacrifice in the mountain and called his relatives to eat bread They ate bread and stayed all night in the mountain,0.0
932,Jacob sent messengers in front of him to Esau his brother to the land of Seir the field of Edom,0.0
937,and he said If Esau comes to the one company and strikes it then the company which is left will escape,0.0
938,Jacob said God of my father Abraham and God of my father Isaac Yahweh who said to me Return to your country and to your relatives and I will do you good,0.0
942,He lodged there that night and took from that which he had with him a present for Esau his brother,0.0
944,thirty milk camels and their colts forty cows ten bulls twenty shedonkeys and ten foals,0.0
946,He commanded the foremost saying When Esau my brother meets you and asks you saying Whose are you Where are you going Whose are these before you,0.0
953,Jacob was left alone and wrestled with a man there until the breaking of the day,0.0
959,Jacob called the name of the place Peniel{Peniel means face of God} for he said I have seen God face to face and my life is preserved,0.0
961,Therefore the children of Israel dont eat the sinew of the hip which is on the hollow of the thigh to this day because he touched the hollow of Jacobs thigh in the sinew of the hip,0.0
974,Jacob said to him My lord knows that the children are tender and that the flocks and herds with me have their young and if they overdrive them one day all the flocks will die,0.0
979,Jacob came in peace to the city of Shechem which is in the land of Canaan when he came from Paddan Aram and encamped before the city,0.0
983,Shechem the son of Hamor the Hivite the prince of the land saw her He took her lay with her and humbled her,0.0
984,His soul joined to Dinah the daughter of Jacob and he loved the young lady and spoke kindly to the young lady,0.0
986,Now Jacob heard that he had defiled Dinah his daughter and his sons were with his cattle in the field Jacob held his peace until they came,0.0
988,The sons of Jacob came in from the field when they heard it The men were grieved and they were very angry because he had done folly in Israel in lying with Jacobs daughter which thing ought not to be done,0.0
1001,Hamor and Shechem his son came to the gate of their city and talked with the men of their city saying,0.0
1004,Wont their cattle and their substance and all their animals be ours Only let us give our consent to them and they will dwell with us,0.0
1017,They traveled and a terror of God was on the cities that were round about them and they didnt pursue the sons of Jacob,0.0
1018,So Jacob came to Luz which is in the land of Canaan the same is Bethel he and all the people who were with him,0.0
1020,Deborah Rebekahs nurse died and she was buried below Bethel under the oak and the name of it was called Allon Bacuth,0.0
1025,God went up from him in the place where he spoke with him,0.0
1026,Jacob set up a pillar in the place where he spoke with him a pillar of stone He poured out a drinkoffering on it and poured oil on it,0.0
1027,Jacob called the name of the place where God spoke with him Bethel,0.0
1036,The sons of Rachel Joseph and Benjamin,0.0
1037,The sons of Bilhah Rachels handmaid Dan and Naphtali,0.0
1043,Esau took his wives from the daughters of Canaan Adah the daughter of Elon the Hittite and Oholibamah the daughter of Anah the daughter of Zibeon the Hivite,0.0
1054,These are the sons of Reuel Nahath Zerah Shammah and Mizzah These were the sons of Basemath Esaus wife,0.0
1055,These were the sons of Oholibamah the daughter of Anah the daughter of Zibeon Esaus wife she bore to Esau Jeush Jalam and Korah,0.0
1072,These are the kings who reigned in the land of Edom before any king reigned over the children of Israel,0.0
1078,Samlah died and Shaul of Rehoboth by the river reigned in his place,0.0
1083,chief Kenaz chief Teman chief Mibzar,0.0
1084,chief Magdiel and chief Iram These are the chiefs of Edom according to their habitations in the land of their possession This is Esau the father of the Edomites,0.0
1092,His brothers said to him Will you indeed reign over us Or will you indeed have dominion over us They hated him all the more for his dreams and for his words,0.0
1105,Reuben heard it and delivered him out of their hand and said Lets not take his life,0.0
1109,They sat down to eat bread and they lifted up their eyes and looked and saw a caravan of Ishmaelites was coming from Gilead with their camels bearing spices and balm and myrrh going to carry it down to Egypt,0.0
1115,They took Josephs coat and killed a male goat and dipped the coat in the blood,0.0
1121,It happened at that time that Judah went down from his brothers and visited a certain Adullamite whose name was Hirah,0.0
1129,Onan knew that the seed wouldnt be his and it happened when he went in to his brothers wife that he spilled it on the ground lest he should give seed to his brother,0.0
1142,He returned to Judah and said I havent found her and also the men of the place said There has been no prostitute here,0.0
1149,It happened as he drew back his hand that behold his brother came out and she said Why have you made a breach for yourself Therefore his name was called Perez{Perez means breaking out},0.0
1154,Joseph found favor in his sight He ministered to him and he made him overseer over his house and all that he had he put into his hand,0.0
1158,But he refused and said to his masters wife Behold my master doesnt know what is with me in the house and he has put all that he has into my hand,0.0
1160,It happened that as she spoke to Joseph day by day that he didnt listen to her to lie by her or to be with her,0.0
1166,She laid up his garment by her until his master came home,0.0
1167,She spoke to him according to these words saying The Hebrew servant whom you have brought to us came in to me to mock me,0.0
1176,He put them in custody in the house of the captain of the guard into the prison the place where Joseph was bound,0.0
1183,and in the vine were three branches It was as though it budded its blossoms shot forth and the clusters of it brought forth ripe grapes,0.0
1187,But remember me when it will be well with you and show kindness please to me and make mention of me to Pharaoh and bring me out of this house,0.0
1192,Within three more days Pharaoh will lift up your head from off you and will hang you on a tree and the birds will eat your flesh from off you,0.0
1197,It happened at the end of two full years that Pharaoh dreamed and behold he stood by the river,0.0
1203,The thin heads of grain swallowed up the seven healthy and full ears Pharaoh awoke and behold it was a dream,0.0
1213,Pharaoh spoke to Joseph In my dream behold I stood on the brink of the river,0.0
1217,and when they had eaten them up it couldnt be known that they had eaten them but they were still illfavored as at the beginning So I awoke,0.0
1218,I saw in my dream and behold seven heads of grain came up on one stalk full and good,0.0
1219,and behold seven heads of grain withered thin and blasted with the east wind sprung up after them,0.0
1224,That is the thing which I spoke to Pharaoh What God is about to do he has shown to Pharaoh,0.0
1232,The food will be for a store to the land against the seven years of famine which will be in the land of Egypt that the land not perish through the famine,0.0
1239,and he made him to ride in the second chariot which he had They cried before him Bow the knee! He set him over all the land of Egypt,0.0
1241,Pharaoh called Josephs name Zaphenathpaneah and he gave him Asenath the daughter of Potiphera priest of On as a wife Joseph went out over the land of Egypt,0.0
1242,Joseph was thirty years old when he stood before Pharaoh king of Egypt Joseph went out from the presence of Pharaoh and went throughout all the land of Egypt,0.0
1244,He gathered up all the food of the seven years which were in the land of Egypt and laid up the food in the cities the food of the field which was round about every city he laid up in the same,0.0
1263,They said to him No my lord but your servants have come to buy food,0.0
1272,If you are honest men then let one of your brothers be bound in your prisonhouse but you go carry grain for the famine of your houses,0.0
1274,They said one to another We are most assuredly guilty concerning our brother in that we saw the distress of his soul when he begged us and we wouldnt listen Therefore this distress has come on us,0.0
1275,Reuben answered them saying Didnt I tell you saying Dont sin against the child and you wouldnt listen Therefore also behold his blood is required,0.0
1278,Then Joseph commanded to fill their bags with grain and to restore every mans money into his sack and to give them food for the way So it done to them,0.0
1281,He said to his brothers My money is restored! Behold it is even in my sack Their hearts failed them and they turned trembling one to another saying What is this that God has done to us,0.0
1291,He said My son shall not go down with you for his brother is dead and he only is left If harm happens to him by the way in which you go then you will bring down my gray hairs with sorrow to Sheol,0.0
1293,It happened when they had eaten up the grain which they had brought out of Egypt their father said to them Go again buy us a little more food,0.0
1299,Judah said to Israel his father Send the boy with me and we will arise and go so that we may live and not die both we and you and also our little ones,0.0
1301,for unless we had lingered surely we would have returned a second time by now,0.0
1302,Their father Israel said to them If it be so now do this Take from the choice fruits of the land in your bags and carry down a present for the man a little balm a little honey spices and myrrh nuts and almonds,0.0
1304,Take also your brother and arise go again to the man,0.0
1310,They came near to the steward of Josephs house and they spoke to him at the door of the house,0.0
1311,and said Oh my lord we came indeed down at the first time to buy food,0.0
1313,We have brought down other money in our hand to buy food We dont know who put our money in our sacks,0.0
1317,When Joseph came home they brought him the present which was in their hand into the house and bowed down themselves to him to the earth,0.0
1318,He asked them of their welfare and said Is your father well the old man of whom you spoke Is he yet alive,0.0
1328,As soon as the morning was light the men were sent away they and their donkeys,0.0
1330,Isnt this that from which my lord drinks and by which he indeed divines You have done evil in so doing,0.0
1332,They said to him Why does my lord speak such words as these Far be it from your servants that they should do such a thing!,0.0
1335,He said Now also let it be according to your words he with whom it is found will be my bondservant and you will be blameless,0.0
1337,He searched beginning with the eldest and ending at the youngest The cup was found in Benjamins sack,0.0
1339,Judah and his brothers came to Josephs house and he was still there They fell on the ground before him,0.0
1340,Joseph said to them What deed is this that you have done Dont you know that such a man as I can indeed divine,0.0
1345,We said to my lord We have a father an old man and a child of his old age a little one and his brother is dead and he alone is left of his mother and his father loves him,0.0
1348,You said to your servants Unless your youngest brother comes down with you you will see my face no more,0.0
1349,It happened when we came up to your servant my father we told him the words of my lord,0.0
1351,We said We cant go down If our youngest brother is with us then will we go down for we may not see the mans face unless our youngest brother is with us,0.0
1352,Your servant my father said to us You know that my wife bore me two sons,0.0
1353,and the one went out from me and I said Surely he is torn in pieces and I havent seen him since,0.0
1354,If you take this one also from me and harm happens to him you will bring down my gray hairs with sorrow to Sheol,0.0
1357,For your servant became collateral for the boy to my father saying If I dont bring him to you then I will bear the blame to my father forever,0.0
1376,Pharaoh said to Joseph Tell your brothers Do this Load your animals and go travel to the land of Canaan,0.0
1387,Israel said It is enough Joseph my son is still alive I will go and see him before I die,0.0
1394,his sons and his sons sons with him his daughters and his sons daughters and he brought all his seed with him into Egypt,0.0
1399,The sons of Judah Er Onan Shelah Perez and Zerah but Er and Onan died in the land of Canaan The sons of Perez were Hezron and Hamul,0.0
1402,These are the sons of Leah whom she bore to Jacob in Paddan Aram with his daughter Dinah All the souls of his sons and his daughters were thirtythree,0.0
1426,Pharaoh spoke to Joseph saying Your father and your brothers have come to you,0.0
1434,There was no bread in all the land for the famine was very severe so that the land of Egypt and the land of Canaan fainted by reason of the famine,0.0
1435,Joseph gathered up all the money that was found in the land of Egypt and in the land of Canaan for the grain which they bought and Joseph brought the money into Pharaohs house,0.0
1437,Joseph said Give your cattle and I will give you food for your cattle if money fails,0.0
1439,When that year was ended they came to him the second year and said to him We will not hide from my lord how our money is all spent and the herds of cattle are my lords There is nothing left in the sight of my lord but our bodies and our lands,0.0
1446,They said You have saved our lives! Let us find favor in the sight of my lord and we will be Pharaohs servants,0.0
1447,Joseph made it a statute concerning the land of Egypt to this day that Pharaoh should have the fifth Only the land of the priests alone didnt become Pharaohs,0.0
1448,Israel lived in the land of Egypt in the land of Goshen and they got themselves possessions therein and were fruitful and multiplied exceedingly,0.0
1450,The time drew near that Israel must die and he called his son Joseph and said to him If now I have found favor in your sight please put your hand under my thigh and deal kindly and truly with me Please dont bury me in Egypt,0.0
1452,He said Swear to me and he swore to him Israel bowed himself on the beds head,0.0
1454,Someone told Jacob and said Behold your son Joseph comes to you and Israel strengthened himself and sat on the bed,0.0
1456,and said to me Behold I will make you fruitful and multiply you and I will make of you a company of peoples and will give this land to your seed after you for an everlasting possession,0.0
1470,Joseph said to his father Not so my father for this is the firstborn put your right hand on his head,0.0
